NI VB-8012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Configuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-42300000,-0.095898645,0.027558145,-0.095898645,0.027558145,,,-42300000,3.89E-16,3.89E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-42200000,-0.137050909,-0.013594118,-0.137050909,-0.013594118,,,-42200000,3.33E-16,3.33E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-42100000,-0.178203172,-0.054746382,-0.178203172,-0.054746382,,,-42100000,3.89E-16,3.89E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-42000000,-0.219355435,-0.095898645,-0.219355435,-0.137050909,,,-42000000,3.89E-16,0.041152263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-41900000,-0.301659962,-0.137050909,-0.342812225,-0.178203172,,,-41900000,0.041152263,0.041152263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-41800000,-0.466269016,-0.260507699,-0.548573542,-0.301659962,,,-41800000,0.082304527,0.041152263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-41700000,-0.589725806,-0.425116752,-0.713182596,-0.466269016,,,-41700000,0.12345679,0.041152263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-41600000,-0.589725806,-0.507421279,-0.877791649,-0.630878069,,,-41600000,0.288065844,0.12345679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-41500000,-0.630878069,-0.548573542,-1.042400703,-0.795487123,,,-41500000,0.411522634,0.24691358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-41400000,-0.630878069,-0.548573542,-1.207009756,-0.960096176,,,-41400000,0.576131687,0.411522634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-41300000,-0.630878069,-0.548573542,-1.37161881,-1.12470523,,,-41300000,0.740740741,0.576131687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-41200000,-0.630878069,-0.548573542,-1.536227863,-1.289314283,,,-41200000,0.905349794,0.740740741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-41100000,-0.630878069,-0.548573542,-1.700836917,-1.453923337,,,-41100000,1.069958848,0.905349794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-41000000,-0.672030332,-0.589725806,-1.86544597,-1.61853239,,,-41000000,1.193415638,1.028806584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-40900000,-0.672030332,-0.589725806,-2.030055024,-1.783141444,,,-40900000,1.358024691,1.193415638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-40800000,-0.672030332,-0.589725806,-2.153511814,-1.947750497,,,-40800000,1.481481481,1.358024691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-40700000,-0.672030332,-0.589725806,-2.318120867,-2.112359551,,,-40700000,1.646090535,1.522633745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-40600000,-0.672030332,-0.589725806,-2.482729921,-2.276968604,,,-40600000,1.810699588,1.687242798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-40500000,-0.672030332,-0.589725806,-2.606186711,-2.400425394,,,-40500000,1.934156379,1.810699588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-40400000,-0.672030332,-0.589725806,-2.770795765,-2.523882184,,,-40400000,2.098765432,1.934156379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-40300000,-0.672030332,-0.589725806,-2.894252555,-2.688491238,,,-40300000,2.222222222,2.098765432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-40200000,-0.672030332,-0.589725806,-3.017709345,-2.811948028,,,-40200000,2.345679012,2.222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-40100000,-0.672030332,-0.589725806,-3.141166135,-2.935404818,,,-40100000,2.469135802,2.345679012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-40000000,-0.672030332,-0.589725806,-3.223470662,-3.058861608,,,-40000000,2.551440329,2.469135802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-39900000,-0.672030332,-0.589725806,-3.346927452,-3.182318398,,,-39900000,2.674897119,2.592592593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-39800000,-0.672030332,-0.630878069,-3.429231979,-3.264622925,,,-39800000,2.757201646,2.633744856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-39700000,-0.713182596,-0.630878069,-3.552688769,-3.388079715,,,-39700000,2.839506173,2.757201646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-39600000,-0.713182596,-0.630878069,-3.634993295,-3.470384242,,,-39600000,2.9218107,2.839506173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-39500000,-0.713182596,-0.630878069,-3.717297822,-3.552688769,,,-39500000,3.004115226,2.9218107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-39400000,-0.713182596,-0.630878069,-3.799602349,-3.634993295,,,-39400000,3.086419753,3.004115226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-39300000,-0.713182596,-0.630878069,-3.881906876,-3.717297822,,,-39300000,3.16872428,3.086419753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-39200000,-0.713182596,-0.630878069,-3.923059139,-3.799602349,,,-39200000,3.209876543,3.16872428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-39100000,-0.713182596,-0.630878069,-4.005363666,-3.840754612,,,-39100000,3.29218107,3.209876543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-39000000,-0.713182596,-0.630878069,-4.046515929,-3.923059139,,,-39000000,3.333333333,3.29218107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-38900000,-0.713182596,-0.630878069,-4.087668193,-3.964211402,,,-38900000,3.374485597,3.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-38800000,-0.754334859,-0.672030332,-4.128820456,-4.005363666,,,-38800000,3.374485597,3.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-38700000,-0.754334859,-0.672030332,-4.128820456,-4.046515929,,,-38700000,3.374485597,3.374485597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-38600000,-0.754334859,-0.672030332,-4.169972719,-4.087668193,,,-38600000,3.41563786,3.41563786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-38500000,-0.754334859,-0.672030332,-4.169972719,-4.087668193,,,-38500000,3.41563786,3.41563786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-38400000,-0.754334859,-0.672030332,-4.211124983,-4.128820456,,,-38400000,3.456790123,3.456790123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-38300000,-0.754334859,-0.672030332,-4.211124983,-4.128820456,,,-38300000,3.456790123,3.456790123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-38200000,-0.754334859,-0.672030332,-4.211124983,-4.128820456,,,-38200000,3.456790123,3.456790123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-38100000,-0.754334859,-0.672030332,-4.211124983,-4.128820456,,,-38100000,3.456790123,3.456790123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-38000000,-0.754334859,-0.672030332,-4.211124983,-4.128820456,,,-38000000,3.456790123,3.456790123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-37900000,-0.754334859,-0.672030332,-4.211124983,-4.128820456,,,-37900000,3.456790123,3.456790123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-37800000,-0.754334859,-0.672030332,-4.211124983,-4.087668193,,,-37800000,3.456790123,3.41563786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-37700000,-0.754334859,-0.672030332,-4.169972719,-4.087668193,,,-37700000,3.41563786,3.41563786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-37600000,-0.754334859,-0.672030332,-4.169972719,-4.046515929,,,-37600000,3.41563786,3.374485597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-37500000,-0.754334859,-0.630878069,-4.128820456,-4.005363666,,,-37500000,3.374485597,3.374485597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-37400000,-0.754334859,-0.630878069,-4.087668193,-3.964211402,,,-37400000,3.333333333,3.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-37300000,-0.754334859,-0.672030332,-4.046515929,-3.923059139,,,-37300000,3.29218107,3.251028807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-37200000,-0.754334859,-0.630878069,-4.005363666,-3.881906876,,,-37200000,3.251028807,3.251028807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-37100000,-0.754334859,-0.630878069,-3.964211402,-3.799602349,,,-37100000,3.209876543,3.16872428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-37000000,-0.713182596,-0.630878069,-3.881906876,-3.717297822,,,-37000000,3.16872428,3.086419753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-36900000,-0.713182596,-0.630878069,-3.799602349,-3.676145559,,,-36900000,3.086419753,3.04526749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-36800000,-0.713182596,-0.630878069,-3.758450086,-3.593841032,,,-36800000,3.04526749,2.962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-36700000,-0.713182596,-0.630878069,-3.676145559,-3.511536505,,,-36700000,2.962962963,2.880658436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-36600000,-0.713182596,-0.630878069,-3.552688769,-3.388079715,,,-36600000,2.839506173,2.757201646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-36500000,-0.713182596,-0.589725806,-3.470384242,-3.305775188,,,-36500000,2.757201646,2.716049383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
